degrees,values
14574,0.1045
14575,0.0872
14576,0.0698
14577,0.0523
14578,0.0349
14579,0.0175
14580,-0.0
14581,-0.0175
14582,-0.0349
14583,-0.0523
14584,-0.0698
14585,-0.0872
14586,-0.1045
14587,-0.1219
14588,-0.1392
14589,-0.1564
14590,-0.1736
14591,-0.1908
14592,-0.2079
14593,-0.225
14594,-0.2419
14595,-0.2588
14596,-0.2756
14597,-0.2924
14598,-0.309
14599,-0.3256
14600,-0.342
14601,-0.3584
14602,-0.3746
14603,-0.3907
14604,-0.4067
14605,-0.4226
14606,-0.4384
14607,-0.454
14608,-0.4695
14609,-0.4848
14610,-0.5
14611,-0.515
14612,-0.5299
14613,-0.5446
14614,-0.5592
14615,-0.5736
14616,-0.5878
14617,-0.6018
14618,-0.6157
14619,-0.6293
14620,-0.6428
14621,-0.6561
14622,-0.6691
14623,-0.682
14624,-0.6947
14625,-0.7071
14626,-0.7193
14627,-0.7314
14628,-0.7431
14629,-0.7547
14630,-0.766
14631,-0.7771
14632,-0.788
14633,-0.7986
14634,-0.809
14635,-0.8192
14636,-0.829
14637,-0.8387
14638,-0.848
14639,-0.8572
14640,-0.866
14641,-0.8746
14642,-0.8829
14643,-0.891
14644,-0.8988
14645,-0.9063
14646,-0.9135
14647,-0.9205
14648,-0.9272
14649,-0.9336
14650,-0.9397
14651,-0.9455
14652,-0.9511
14653,-0.9563
14654,-0.9613
14655,-0.9659
14656,-0.9703
14657,-0.9744
14658,-0.9781
14659,-0.9816
14660,-0.9848
14661,-0.9877
14662,-0.9903
14663,-0.9925
14664,-0.9945
14665,-0.9962
14666,-0.9976
14667,-0.9986
14668,-0.9994
14669,-0.9998
14670,-1.0
14671,-0.9998
14672,-0.9994
14673,-0.9986
14674,-0.9976
14675,-0.9962
14676,-0.9945
14677,-0.9925
14678,-0.9903
14679,-0.9877
14680,-0.9848
14681,-0.9816
14682,-0.9781
14683,-0.9744
14684,-0.9703
14685,-0.9659
14686,-0.9613
14687,-0.9563
14688,-0.9511
14689,-0.9455
14690,-0.9397
14691,-0.9336
14692,-0.9272
14693,-0.9205
14694,-0.9135
14695,-0.9063
14696,-0.8988
14697,-0.891
14698,-0.8829
14699,-0.8746
14700,-0.866
14701,-0.8572
14702,-0.848
14703,-0.8387
14704,-0.829
14705,-0.8192
14706,-0.809
14707,-0.7986
14708,-0.788
14709,-0.7771
14710,-0.766
14711,-0.7547
14712,-0.7431
14713,-0.7314
14714,-0.7193
14715,-0.7071
14716,-0.6947
14717,-0.682
14718,-0.6691
14719,-0.6561
14720,-0.6428
14721,-0.6293
14722,-0.6157
14723,-0.6018
14724,-0.5878
14725,-0.5736
14726,-0.5592
14727,-0.5446
14728,-0.5299
14729,-0.515
14730,-0.5
14731,-0.4848
14732,-0.4695
14733,-0.454
14734,-0.4384
14735,-0.4226
14736,-0.4067
14737,-0.3907
14738,-0.3746
14739,-0.3584
14740,-0.342
14741,-0.3256
14742,-0.309
14743,-0.2924
14744,-0.2756
14745,-0.2588
14746,-0.2419
14747,-0.225
14748,-0.2079
14749,-0.1908
14750,-0.1736
14751,-0.1564
14752,-0.1392
14753,-0.1219
14754,-0.1045
14755,-0.0872
14756,-0.0698
14757,-0.0523
14758,-0.0349
14759,-0.0175
14760,-0.0
14761,0.0175
14762,0.0349
14763,0.0523
14764,0.0698
14765,0.0872
14766,0.1045
14767,0.1219
14768,0.1392
14769,0.1564
14770,0.1736
14771,0.1908
14772,0.2079
14773,0.225
14774,0.2419
14775,0.2588
14776,0.2756
14777,0.2924
14778,0.309
14779,0.3256
14780,0.342
14781,0.3584
14782,0.3746
14783,0.3907
14784,0.4067
14785,0.4226
14786,0.4384
14787,0.454
14788,0.4695
14789,0.4848
14790,0.5
14791,0.515
14792,0.5299
14793,0.5446
14794,0.5592
14795,0.5736
14796,0.5878
14797,0.6018
14798,0.6157
14799,0.6293
14800,0.6428
14801,0.6561
14802,0.6691
14803,0.682
14804,0.6947
14805,0.7071
14806,0.7193
14807,0.7314
14808,0.7431
14809,0.7547
14810,0.766
14811,0.7771
14812,0.788
14813,0.7986
14814,0.809
14815,0.8192
14816,0.829
14817,0.8387
14818,0.848
14819,0.8572
14820,0.866
14821,0.8746
14822,0.8829
14823,0.891
14824,0.8988
14825,0.9063
14826,0.9135
14827,0.9205
14828,0.9272
14829,0.9336
14830,0.9397
14831,0.9455
14832,0.9511
14833,0.9563
14834,0.9613
14835,0.9659
14836,0.9703
14837,0.9744
14838,0.9781
14839,0.9816
14840,0.9848
14841,0.9877
14842,0.9903
14843,0.9925
14844,0.9945
14845,0.9962
14846,0.9976
14847,0.9986
14848,0.9994
14849,0.9998
14850,1.0
14851,0.9998
14852,0.9994
14853,0.9986
14854,0.9976
14855,0.9962
14856,0.9945
14857,0.9925
14858,0.9903
14859,0.9877
14860,0.9848
14861,0.9816
14862,0.9781
14863,0.9744
14864,0.9703
14865,0.9659
14866,0.9613
14867,0.9563
14868,0.9511
14869,0.9455
14870,0.9397
14871,0.9336
14872,0.9272
14873,0.9205
14874,0.9135
14875,0.9063
14876,0.8988
14877,0.891
14878,0.8829
14879,0.8746
14880,0.866
14881,0.8572
14882,0.848
14883,0.8387
14884,0.829
14885,0.8192
14886,0.809
14887,0.7986
14888,0.788
14889,0.7771
14890,0.766
14891,0.7547
14892,0.7431
14893,0.7314
14894,0.7193
14895,0.7071
14896,0.6947
14897,0.682
14898,0.6691
14899,0.6561
14900,0.6428
14901,0.6293
14902,0.6157
14903,0.6018
14904,0.5878
14905,0.5736
14906,0.5592
14907,0.5446
14908,0.5299
14909,0.515
14910,0.5
14911,0.4848
14912,0.4695
14913,0.454
14914,0.4384
14915,0.4226
14916,0.4067
14917,0.3907
14918,0.3746
14919,0.3584
14920,0.342
14921,0.3256
14922,0.309
14923,0.2924
14924,0.2756
14925,0.2588
14926,0.2419
14927,0.225
14928,0.2079
14929,0.1908
14930,0.1736
14931,0.1564
14932,0.1392
14933,0.1219
14934,0.1045
14935,0.0872
14936,0.0698
14937,0.0523
14938,0.0349
14939,0.0175
14940,-0.0
14941,-0.0175
14942,-0.0349
14943,-0.0523
14944,-0.0698
14945,-0.0872
14946,-0.1045
14947,-0.1219
14948,-0.1392
14949,-0.1564
14950,-0.1736
14951,-0.1908
14952,-0.2079
14953,-0.225
14954,-0.2419
14955,-0.2588
14956,-0.2756
14957,-0.2924
14958,-0.309
14959,-0.3256
14960,-0.342
14961,-0.3584
14962,-0.3746
14963,-0.3907
14964,-0.4067
14965,-0.4226
14966,-0.4384
14967,-0.454
14968,-0.4695
14969,-0.4848
14970,-0.5
14971,-0.515
14972,-0.5299
14973,-0.5446
14974,-0.5592
14975,-0.5736
14976,-0.5878
14977,-0.6018
14978,-0.6157
14979,-0.6293
14980,-0.6428
14981,-0.6561
14982,-0.6691
14983,-0.682
14984,-0.6947
14985,-0.7071
14986,-0.7193
14987,-0.7314
14988,-0.7431
14989,-0.7547
14990,-0.766
14991,-0.7771
14992,-0.788
14993,-0.7986
14994,-0.809
14995,-0.8192
14996,-0.829
14997,-0.8387
14998,-0.848
14999,-0.8572
15000,-0.866
15001,-0.8746
15002,-0.8829
15003,-0.891
15004,-0.8988
15005,-0.9063
15006,-0.9135
15007,-0.9205
15008,-0.9272
15009,-0.9336
15010,-0.9397
15011,-0.9455
15012,-0.9511
15013,-0.9563
15014,-0.9613
15015,-0.9659
15016,-0.9703
15017,-0.9744
15018,-0.9781
15019,-0.9816
15020,-0.9848
15021,-0.9877
15022,-0.9903
15023,-0.9925
15024,-0.9945
15025,-0.9962
15026,-0.9976
15027,-0.9986
15028,-0.9994
15029,-0.9998
15030,-1.0
15031,-0.9998
15032,-0.9994
15033,-0.9986
15034,-0.9976
15035,-0.9962
15036,-0.9945
15037,-0.9925
15038,-0.9903
15039,-0.9877
15040,-0.9848
15041,-0.9816
15042,-0.9781
15043,-0.9744
15044,-0.9703
15045,-0.9659
15046,-0.9613
15047,-0.9563
15048,-0.9511
15049,-0.9455
15050,-0.9397
15051,-0.9336
15052,-0.9272
15053,-0.9205
15054,-0.9135
15055,-0.9063
15056,-0.8988
15057,-0.891
15058,-0.8829
15059,-0.8746
15060,-0.866
15061,-0.8572
15062,-0.848
15063,-0.8387
15064,-0.829
15065,-0.8192
15066,-0.809
15067,-0.7986
15068,-0.788
15069,-0.7771
15070,-0.766
15071,-0.7547
15072,-0.7431
15073,-0.7314
15074,-0.7193
15075,-0.7071
15076,-0.6947
15077,-0.682
15078,-0.6691
15079,-0.6561
15080,-0.6428
15081,-0.6293
15082,-0.6157
15083,-0.6018
15084,-0.5878
15085,-0.5736
15086,-0.5592
15087,-0.5446
15088,-0.5299
15089,-0.515
15090,-0.5
15091,-0.4848
15092,-0.4695
15093,-0.454
15094,-0.4384
15095,-0.4226
15096,-0.4067
15097,-0.3907
15098,-0.3746
15099,-0.3584
15100,-0.342
15101,-0.3256
15102,-0.309
15103,-0.2924
15104,-0.2756
15105,-0.2588
15106,-0.2419
15107,-0.225
15108,-0.2079
15109,-0.1908
15110,-0.1736
15111,-0.1564
15112,-0.1392
15113,-0.1219
15114,-0.1045
15115,-0.0872
15116,-0.0698
15117,-0.0523
15118,-0.0349
15119,-0.0175
15120,0.0
15121,0.0175
15122,0.0349
15123,0.0523
15124,0.0698
15125,0.0872
15126,0.1045
15127,0.1219
15128,0.1392
15129,0.1564
15130,0.1736
15131,0.1908
15132,0.2079
15133,0.225
15134,0.2419
15135,0.2588
15136,0.2756
15137,0.2924
15138,0.309
15139,0.3256
15140,0.342
15141,0.3584
15142,0.3746
15143,0.3907
15144,0.4067
15145,0.4226
15146,0.4384
15147,0.454
15148,0.4695
15149,0.4848
15150,0.5
15151,0.515
15152,0.5299
15153,0.5446
15154,0.5592
15155,0.5736
15156,0.5878
15157,0.6018
15158,0.6157
15159,0.6293
15160,0.6428
15161,0.6561
15162,0.6691
15163,0.682
15164,0.6947
15165,0.7071
15166,0.7193
15167,0.7314
15168,0.7431
15169,0.7547
15170,0.766
15171,0.7771
15172,0.788
15173,0.7986
15174,0.809
15175,0.8192
15176,0.829
15177,0.8387
15178,0.848
15179,0.8572
15180,0.866
15181,0.8746
15182,0.8829
15183,0.891
15184,0.8988
15185,0.9063
15186,0.9135
15187,0.9205
15188,0.9272
15189,0.9336
15190,0.9397
15191,0.9455
15192,0.9511
15193,0.9563
15194,0.9613
15195,0.9659
15196,0.9703
15197,0.9744
15198,0.9781
15199,0.9816
15200,0.9848
15201,0.9877
15202,0.9903
15203,0.9925
15204,0.9945
15205,0.9962
15206,0.9976
15207,0.9986
15208,0.9994
15209,0.9998
15210,1.0
15211,0.9998
15212,0.9994
15213,0.9986
15214,0.9976
15215,0.9962
15216,0.9945
15217,0.9925
15218,0.9903
15219,0.9877
15220,0.9848
15221,0.9816
15222,0.9781
15223,0.9744
15224,0.9703
15225,0.9659
15226,0.9613
15227,0.9563
15228,0.9511
15229,0.9455
15230,0.9397
15231,0.9336
15232,0.9272
15233,0.9205
15234,0.9135
15235,0.9063
15236,0.8988
15237,0.891
15238,0.8829
15239,0.8746
15240,0.866
15241,0.8572
15242,0.848
15243,0.8387
15244,0.829
15245,0.8192
15246,0.809
15247,0.7986
15248,0.788
15249,0.7771
15250,0.766
15251,0.7547
15252,0.7431
15253,0.7314
15254,0.7193
15255,0.7071
15256,0.6947
15257,0.682
15258,0.6691
15259,0.6561
15260,0.6428
15261,0.6293
15262,0.6157
15263,0.6018
15264,0.5878
15265,0.5736
15266,0.5592
15267,0.5446
15268,0.5299
15269,0.515
15270,0.5
15271,0.4848
15272,0.4695
15273,0.454
15274,0.4384
15275,0.4226
15276,0.4067
15277,0.3907
15278,0.3746
15279,0.3584
15280,0.342
15281,0.3256
15282,0.309
15283,0.2924
15284,0.2756
15285,0.2588
15286,0.2419
15287,0.225
15288,0.2079
15289,0.1908
15290,0.1736
15291,0.1564
15292,0.1392
15293,0.1219
15294,0.1045
15295,0.0872
15296,0.0698
15297,0.0523
15298,0.0349
15299,0.0175
15300,0.0
15301,-0.0175
15302,-0.0349
15303,-0.0523
15304,-0.0698
15305,-0.0872
15306,-0.1045
15307,-0.1219
15308,-0.1392
15309,-0.1564
15310,-0.1736
15311,-0.1908
15312,-0.2079
15313,-0.225
15314,-0.2419
15315,-0.2588
15316,-0.2756
15317,-0.2924
15318,-0.309
15319,-0.3256
15320,-0.342
15321,-0.3584
15322,-0.3746
15323,-0.3907
15324,-0.4067
15325,-0.4226
15326,-0.4384
15327,-0.454
15328,-0.4695
15329,-0.4848
15330,-0.5
15331,-0.515
15332,-0.5299
15333,-0.5446
15334,-0.5592
15335,-0.5736
15336,-0.5878
15337,-0.6018
15338,-0.6157
15339,-0.6293
15340,-0.6428
15341,-0.6561
15342,-0.6691
15343,-0.682
15344,-0.6947
15345,-0.7071
15346,-0.7193
15347,-0.7314
15348,-0.7431
15349,-0.7547
15350,-0.766
15351,-0.7771
15352,-0.788
15353,-0.7986
15354,-0.809
15355,-0.8192
15356,-0.829
15357,-0.8387
15358,-0.848
15359,-0.8572
15360,-0.866
15361,-0.8746
15362,-0.8829
15363,-0.891
15364,-0.8988
15365,-0.9063
15366,-0.9135
15367,-0.9205
15368,-0.9272
15369,-0.9336
15370,-0.9397
15371,-0.9455
15372,-0.9511
15373,-0.9563
15374,-0.9613
15375,-0.9659
15376,-0.9703
15377,-0.9744
15378,-0.9781
15379,-0.9816
15380,-0.9848
15381,-0.9877
15382,-0.9903
15383,-0.9925
15384,-0.9945
15385,-0.9962
15386,-0.9976
15387,-0.9986
15388,-0.9994
15389,-0.9998
15390,-1.0
15391,-0.9998
15392,-0.9994
15393,-0.9986
15394,-0.9976
15395,-0.9962
15396,-0.9945
15397,-0.9925
15398,-0.9903
15399,-0.9877
15400,-0.9848
15401,-0.9816
15402,-0.9781
15403,-0.9744
15404,-0.9703
15405,-0.9659
15406,-0.9613
15407,-0.9563
15408,-0.9511
15409,-0.9455
15410,-0.9397
15411,-0.9336
15412,-0.9272
15413,-0.9205
15414,-0.9135
15415,-0.9063
15416,-0.8988
15417,-0.891
15418,-0.8829
15419,-0.8746
15420,-0.866
15421,-0.8572
15422,-0.848
15423,-0.8387
15424,-0.829
15425,-0.8192
15426,-0.809
15427,-0.7986
15428,-0.788
15429,-0.7771
15430,-0.766
15431,-0.7547
15432,-0.7431
15433,-0.7314
15434,-0.7193
15435,-0.7071
15436,-0.6947
15437,-0.682
15438,-0.6691
15439,-0.6561
15440,-0.6428
15441,-0.6293
15442,-0.6157
15443,-0.6018
15444,-0.5878
15445,-0.5736
15446,-0.5592
15447,-0.5446
15448,-0.5299
15449,-0.515
15450,-0.5
15451,-0.4848
15452,-0.4695
15453,-0.454
15454,-0.4384
15455,-0.4226
15456,-0.4067
15457,-0.3907
15458,-0.3746
15459,-0.3584
15460,-0.342
15461,-0.3256
15462,-0.309
15463,-0.2924
15464,-0.2756
15465,-0.2588
15466,-0.2419
15467,-0.225
15468,-0.2079
15469,-0.1908
15470,-0.1736
15471,-0.1564
15472,-0.1392
15473,-0.1219
15474,-0.1045
15475,-0.0872
15476,-0.0698
15477,-0.0523
15478,-0.0349
15479,-0.0175
15480,-0.0
15481,0.0175
15482,0.0349
15483,0.0523
15484,0.0698
15485,0.0872
15486,0.1045
15487,0.1219
15488,0.1392
15489,0.1564
15490,0.1736
15491,0.1908
15492,0.2079
15493,0.225
15494,0.2419
15495,0.2588
15496,0.2756
15497,0.2924
15498,0.309
15499,0.3256
15500,0.342
15501,0.3584
15502,0.3746
15503,0.3907
15504,0.4067
15505,0.4226
15506,0.4384
15507,0.454
15508,0.4695
15509,0.4848
15510,0.5
15511,0.515
15512,0.5299
15513,0.5446
15514,0.5592
15515,0.5736
15516,0.5878
15517,0.6018
15518,0.6157
15519,0.6293
15520,0.6428
15521,0.6561
15522,0.6691
15523,0.682
15524,0.6947
15525,0.7071
15526,0.7193
15527,0.7314
15528,0.7431
15529,0.7547
15530,0.766
15531,0.7771
15532,0.788
15533,0.7986
15534,0.809
15535,0.8192
15536,0.829
15537,0.8387
15538,0.848
15539,0.8572
15540,0.866
15541,0.8746
15542,0.8829
15543,0.891
15544,0.8988
15545,0.9063
15546,0.9135
15547,0.9205
15548,0.9272
15549,0.9336
15550,0.9397
15551,0.9455
15552,0.9511
15553,0.9563
15554,0.9613
15555,0.9659
15556,0.9703
15557,0.9744
15558,0.9781
15559,0.9816
15560,0.9848
15561,0.9877
15562,0.9903
15563,0.9925
15564,0.9945
15565,0.9962
15566,0.9976
15567,0.9986
15568,0.9994
15569,0.9998
15570,1.0
15571,0.9998
15572,0.9994
15573,0.9986
15574,0.9976
15575,0.9962
15576,0.9945
15577,0.9925
15578,0.9903
15579,0.9877
15580,0.9848
15581,0.9816
15582,0.9781
15583,0.9744
15584,0.9703
15585,0.9659
15586,0.9613
15587,0.9563
15588,0.9511
15589,0.9455
15590,0.9397
15591,0.9336
15592,0.9272
15593,0.9205
15594,0.9135
15595,0.9063
15596,0.8988
15597,0.891
15598,0.8829
15599,0.8746
15600,0.866
15601,0.8572
15602,0.848
15603,0.8387
15604,0.829
15605,0.8192
15606,0.809
15607,0.7986
15608,0.788
15609,0.7771
15610,0.766
15611,0.7547
15612,0.7431
15613,0.7314
15614,0.7193
15615,0.7071
15616,0.6947
15617,0.682
15618,0.6691
15619,0.6561
15620,0.6428
15621,0.6293
15622,0.6157
15623,0.6018
15624,0.5878
15625,0.5736
15626,0.5592
15627,0.5446
15628,0.5299
15629,0.515
15630,0.5
15631,0.4848
15632,0.4695
15633,0.454
15634,0.4384
15635,0.4226
15636,0.4067
15637,0.3907
15638,0.3746
15639,0.3584
15640,0.342
15641,0.3256
15642,0.309
15643,0.2924
15644,0.2756
15645,0.2588
15646,0.2419
15647,0.225
15648,0.2079
15649,0.1908
15650,0.1736
15651,0.1564
15652,0.1392
15653,0.1219
15654,0.1045
15655,0.0872
15656,0.0698
15657,0.0523
15658,0.0349
15659,0.0175
15660,0.0
15661,-0.0175
15662,-0.0349
15663,-0.0523
15664,-0.0698
15665,-0.0872
15666,-0.1045
15667,-0.1219
15668,-0.1392
15669,-0.1564
15670,-0.1736
15671,-0.1908
15672,-0.2079
15673,-0.225
15674,-0.2419
15675,-0.2588
15676,-0.2756
15677,-0.2924
15678,-0.309
15679,-0.3256
15680,-0.342
15681,-0.3584
15682,-0.3746
15683,-0.3907
15684,-0.4067
15685,-0.4226
15686,-0.4384
15687,-0.454
15688,-0.4695
15689,-0.4848
15690,-0.5
15691,-0.515
15692,-0.5299
15693,-0.5446
15694,-0.5592
15695,-0.5736
15696,-0.5878
15697,-0.6018
15698,-0.6157
15699,-0.6293
15700,-0.6428
15701,-0.6561
15702,-0.6691
15703,-0.682
15704,-0.6947
15705,-0.7071
15706,-0.7193
15707,-0.7314
15708,-0.7431
15709,-0.7547
15710,-0.766
15711,-0.7771
15712,-0.788
15713,-0.7986
15714,-0.809
15715,-0.8192
15716,-0.829
15717,-0.8387
15718,-0.848
15719,-0.8572
15720,-0.866
15721,-0.8746
15722,-0.8829
15723,-0.891
15724,-0.8988
15725,-0.9063
15726,-0.9135
15727,-0.9205
15728,-0.9272
15729,-0.9336
15730,-0.9397
15731,-0.9455
15732,-0.9511
15733,-0.9563
15734,-0.9613
15735,-0.9659
15736,-0.9703
15737,-0.9744
15738,-0.9781
15739,-0.9816
15740,-0.9848
15741,-0.9877
15742,-0.9903
15743,-0.9925
15744,-0.9945
15745,-0.9962
15746,-0.9976
15747,-0.9986
15748,-0.9994
15749,-0.9998
15750,-1.0
15751,-0.9998
15752,-0.9994
15753,-0.9986
15754,-0.9976
15755,-0.9962
15756,-0.9945
15757,-0.9925
15758,-0.9903
15759,-0.9877
15760,-0.9848
15761,-0.9816
15762,-0.9781
15763,-0.9744
15764,-0.9703
15765,-0.9659
15766,-0.9613
15767,-0.9563
15768,-0.9511
15769,-0.9455
15770,-0.9397
15771,-0.9336
15772,-0.9272
15773,-0.9205
15774,-0.9135
15775,-0.9063
15776,-0.8988
15777,-0.891
15778,-0.8829
15779,-0.8746
15780,-0.866
15781,-0.8572
15782,-0.848
15783,-0.8387
15784,-0.829
15785,-0.8192
15786,-0.809
15787,-0.7986
15788,-0.788
15789,-0.7771
15790,-0.766
15791,-0.7547
15792,-0.7431
15793,-0.7314
15794,-0.7193
15795,-0.7071
15796,-0.6947
15797,-0.682
15798,-0.6691
15799,-0.6561
15800,-0.6428
15801,-0.6293
15802,-0.6157
15803,-0.6018
15804,-0.5878
15805,-0.5736
15806,-0.5592
15807,-0.5446
15808,-0.5299
15809,-0.515
15810,-0.5
15811,-0.4848
15812,-0.4695
15813,-0.454
15814,-0.4384
15815,-0.4226
15816,-0.4067
15817,-0.3907
15818,-0.3746
15819,-0.3584
15820,-0.342
15821,-0.3256
15822,-0.309
15823,-0.2924
15824,-0.2756
15825,-0.2588
15826,-0.2419
15827,-0.225
15828,-0.2079
15829,-0.1908
15830,-0.1736
15831,-0.1564
15832,-0.1392
15833,-0.1219
15834,-0.1045
15835,-0.0872
15836,-0.0698
15837,-0.0523
15838,-0.0349
15839,-0.0175
15840,0.0
15841,0.0175
15842,0.0349
15843,0.0523
15844,0.0698
15845,0.0872
15846,0.1045
15847,0.1219
15848,0.1392
15849,0.1564
15850,0.1736
15851,0.1908
15852,0.2079
15853,0.225
15854,0.2419
15855,0.2588
15856,0.2756
15857,0.2924
15858,0.309
15859,0.3256
15860,0.342
15861,0.3584
15862,0.3746
15863,0.3907
15864,0.4067
15865,0.4226
15866,0.4384
15867,0.454
15868,0.4695
15869,0.4848
15870,0.5
15871,0.515
15872,0.5299
15873,0.5446
15874,0.5592
15875,0.5736
15876,0.5878
15877,0.6018
15878,0.6157
15879,0.6293
15880,0.6428
15881,0.6561
15882,0.6691
15883,0.682
15884,0.6947
15885,0.7071
15886,0.7193
15887,0.7314
15888,0.7431
15889,0.7547
15890,0.766
15891,0.7771
15892,0.788
15893,0.7986
15894,0.809
15895,0.8192
15896,0.829
15897,0.8387
15898,0.848
15899,0.8572
15900,0.866
15901,0.8746
15902,0.8829
15903,0.891
15904,0.8988
15905,0.9063
15906,0.9135
15907,0.9205
15908,0.9272
15909,0.9336
15910,0.9397
15911,0.9455
15912,0.9511
15913,0.9563
15914,0.9613
15915,0.9659
15916,0.9703
15917,0.9744
15918,0.9781
15919,0.9816
15920,0.9848
15921,0.9877
15922,0.9903
15923,0.9925
15924,0.9945
15925,0.9962
15926,0.9976
15927,0.9986
15928,0.9994
15929,0.9998
15930,1.0
15931,0.9998
15932,0.9994
15933,0.9986
15934,0.9976
15935,0.9962
15936,0.9945
15937,0.9925
15938,0.9903
15939,0.9877
15940,0.9848
15941,0.9816
15942,0.9781
15943,0.9744
15944,0.9703
15945,0.9659
15946,0.9613
15947,0.9563
15948,0.9511
15949,0.9455
15950,0.9397
15951,0.9336
15952,0.9272
15953,0.9205
15954,0.9135
15955,0.9063
15956,0.8988
15957,0.891
15958,0.8829
15959,0.8746
15960,0.866
15961,0.8572
15962,0.848
15963,0.8387
15964,0.829
15965,0.8192
15966,0.809
15967,0.7986
15968,0.788
15969,0.7771
15970,0.766
15971,0.7547
15972,0.7431
15973,0.7314
15974,0.7193
15975,0.7071
15976,0.6947
15977,0.682
15978,0.6691
15979,0.6561
15980,0.6428
15981,0.6293
15982,0.6157
15983,0.6018
15984,0.5878
15985,0.5736
15986,0.5592
15987,0.5446
15988,0.5299
15989,0.515
15990,0.5
15991,0.4848
15992,0.4695
15993,0.454
15994,0.4384
15995,0.4226
15996,0.4067
15997,0.3907
15998,0.3746
15999,0.3584
16000,0.342
16001,0.3256
16002,0.309
16003,0.2924
16004,0.2756
16005,0.2588
16006,0.2419
16007,0.225
16008,0.2079
16009,0.1908
16010,0.1736
16011,0.1564
16012,0.1392
16013,0.1219
16014,0.1045
16015,0.0872
16016,0.0698
16017,0.0523
16018,0.0349
16019,0.0175
16020,-0.0
16021,-0.0175
16022,-0.0349
16023,-0.0523
16024,-0.0698
16025,-0.0872
16026,-0.1045
16027,-0.1219
16028,-0.1392
16029,-0.1564
16030,-0.1736
16031,-0.1908
16032,-0.2079
16033,-0.225
16034,-0.2419
16035,-0.2588
16036,-0.2756
16037,-0.2924
16038,-0.309
16039,-0.3256
16040,-0.342
16041,-0.3584
16042,-0.3746
16043,-0.3907
16044,-0.4067
16045,-0.4226
16046,-0.4384
16047,-0.454
16048,-0.4695
16049,-0.4848
16050,-0.5
16051,-0.515
16052,-0.5299
16053,-0.5446
16054,-0.5592
16055,-0.5736
16056,-0.5878
16057,-0.6018
16058,-0.6157
16059,-0.6293
16060,-0.6428
16061,-0.6561
16062,-0.6691
16063,-0.682
16064,-0.6947
16065,-0.7071
16066,-0.7193
16067,-0.7314
16068,-0.7431
16069,-0.7547
16070,-0.766
16071,-0.7771
16072,-0.788
16073,-0.7986
16074,-0.809
16075,-0.8192
16076,-0.829
16077,-0.8387
16078,-0.848
16079,-0.8572
16080,-0.866
16081,-0.8746
16082,-0.8829
16083,-0.891
16084,-0.8988
16085,-0.9063
16086,-0.9135
16087,-0.9205
16088,-0.9272
16089,-0.9336
16090,-0.9397
16091,-0.9455
16092,-0.9511
16093,-0.9563
16094,-0.9613
16095,-0.9659
16096,-0.9703
16097,-0.9744
16098,-0.9781
16099,-0.9816
16100,-0.9848
16101,-0.9877
16102,-0.9903
16103,-0.9925
16104,-0.9945
16105,-0.9962
16106,-0.9976
16107,-0.9986
16108,-0.9994
16109,-0.9998
16110,-1.0
16111,-0.9998
16112,-0.9994
16113,-0.9986
16114,-0.9976
16115,-0.9962
16116,-0.9945
16117,-0.9925
16118,-0.9903
16119,-0.9877
16120,-0.9848
16121,-0.9816
16122,-0.9781
16123,-0.9744
16124,-0.9703
16125,-0.9659
16126,-0.9613
16127,-0.9563
16128,-0.9511
16129,-0.9455
16130,-0.9397
16131,-0.9336
16132,-0.9272
16133,-0.9205
16134,-0.9135
16135,-0.9063
16136,-0.8988
16137,-0.891
16138,-0.8829
16139,-0.8746
16140,-0.866
16141,-0.8572
16142,-0.848
16143,-0.8387
16144,-0.829
16145,-0.8192
16146,-0.809
16147,-0.7986
16148,-0.788
16149,-0.7771
16150,-0.766
16151,-0.7547
16152,-0.7431
16153,-0.7314
16154,-0.7193
16155,-0.7071
16156,-0.6947
16157,-0.682
16158,-0.6691
16159,-0.6561
16160,-0.6428
16161,-0.6293
16162,-0.6157
16163,-0.6018
16164,-0.5878
16165,-0.5736
16166,-0.5592
16167,-0.5446
16168,-0.5299
16169,-0.515
16170,-0.5
16171,-0.4848
16172,-0.4695
16173,-0.454
16174,-0.4384
16175,-0.4226
16176,-0.4067
16177,-0.3907
16178,-0.3746
16179,-0.3584
16180,-0.342
16181,-0.3256
16182,-0.309
16183,-0.2924
16184,-0.2756
16185,-0.2588
16186,-0.2419
16187,-0.225
16188,-0.2079
16189,-0.1908
16190,-0.1736
16191,-0.1564
16192,-0.1392
16193,-0.1219
16194,-0.1045
16195,-0.0872
16196,-0.0698
16197,-0.0523
16198,-0.0349
16199,-0.0175
16200,-0.0
16201,0.0175
16202,0.0349
16203,0.0523
16204,0.0698
16205,0.0872
16206,0.1045
16207,0.1219
16208,0.1392
16209,0.1564
16210,0.1736
16211,0.1908
16212,0.2079
16213,0.225
16214,0.2419
16215,0.2588
16216,0.2756
16217,0.2924
16218,0.309
16219,0.3256
16220,0.342
16221,0.3584
16222,0.3746
16223,0.3907
16224,0.4067
16225,0.4226
16226,0.4384
16227,0.454
16228,0.4695
16229,0.4848
16230,0.5
16231,0.515
16232,0.5299
16233,0.5446
16234,0.5592
16235,0.5736
16236,0.5878
16237,0.6018
16238,0.6157
16239,0.6293
16240,0.6428
16241,0.6561
16242,0.6691
16243,0.682
16244,0.6947
