degrees,values
87268,0.5299
87269,0.515
87270,0.5
87271,0.4848
87272,0.4695
87273,0.454
87274,0.4384
87275,0.4226
87276,0.4067
87277,0.3907
87278,0.3746
87279,0.3584
87280,0.342
87281,0.3256
87282,0.309
87283,0.2924
87284,0.2756
87285,0.2588
87286,0.2419
87287,0.225
87288,0.2079
87289,0.1908
87290,0.1736
87291,0.1564
87292,0.1392
87293,0.1219
87294,0.1045
87295,0.0872
87296,0.0698
87297,0.0523
87298,0.0349
87299,0.0175
87300,0.0
87301,-0.0175
87302,-0.0349
87303,-0.0523
87304,-0.0698
87305,-0.0872
87306,-0.1045
87307,-0.1219
87308,-0.1392
87309,-0.1564
87310,-0.1736
87311,-0.1908
87312,-0.2079
87313,-0.225
87314,-0.2419
87315,-0.2588
87316,-0.2756
87317,-0.2924
87318,-0.309
87319,-0.3256
87320,-0.342
87321,-0.3584
87322,-0.3746
87323,-0.3907
87324,-0.4067
87325,-0.4226
87326,-0.4384
87327,-0.454
87328,-0.4695
87329,-0.4848
87330,-0.5
87331,-0.515
87332,-0.5299
87333,-0.5446
87334,-0.5592
87335,-0.5736
87336,-0.5878
87337,-0.6018
87338,-0.6157
87339,-0.6293
87340,-0.6428
87341,-0.6561
87342,-0.6691
87343,-0.682
87344,-0.6947
87345,-0.7071
87346,-0.7193
87347,-0.7314
87348,-0.7431
87349,-0.7547
87350,-0.766
87351,-0.7771
87352,-0.788
87353,-0.7986
87354,-0.809
87355,-0.8192
87356,-0.829
87357,-0.8387
87358,-0.848
87359,-0.8572
87360,-0.866
87361,-0.8746
87362,-0.8829
87363,-0.891
87364,-0.8988
87365,-0.9063
87366,-0.9135
87367,-0.9205
87368,-0.9272
87369,-0.9336
87370,-0.9397
87371,-0.9455
87372,-0.9511
87373,-0.9563
87374,-0.9613
87375,-0.9659
87376,-0.9703
87377,-0.9744
87378,-0.9781
87379,-0.9816
87380,-0.9848
87381,-0.9877
87382,-0.9903
87383,-0.9925
87384,-0.9945
87385,-0.9962
87386,-0.9976
87387,-0.9986
87388,-0.9994
87389,-0.9998
87390,-1.0
87391,-0.9998
87392,-0.9994
87393,-0.9986
87394,-0.9976
87395,-0.9962
87396,-0.9945
87397,-0.9925
87398,-0.9903
87399,-0.9877
87400,-0.9848
87401,-0.9816
87402,-0.9781
87403,-0.9744
87404,-0.9703
87405,-0.9659
87406,-0.9613
87407,-0.9563
87408,-0.9511
87409,-0.9455
87410,-0.9397
87411,-0.9336
87412,-0.9272
87413,-0.9205
87414,-0.9135
87415,-0.9063
87416,-0.8988
87417,-0.891
87418,-0.8829
87419,-0.8746
87420,-0.866
87421,-0.8572
87422,-0.848
87423,-0.8387
87424,-0.829
87425,-0.8192
87426,-0.809
87427,-0.7986
87428,-0.788
87429,-0.7771
87430,-0.766
87431,-0.7547
87432,-0.7431
87433,-0.7314
87434,-0.7193
87435,-0.7071
87436,-0.6947
87437,-0.682
87438,-0.6691
87439,-0.6561
87440,-0.6428
87441,-0.6293
87442,-0.6157
87443,-0.6018
87444,-0.5878
87445,-0.5736
87446,-0.5592
87447,-0.5446
87448,-0.5299
87449,-0.515
87450,-0.5
87451,-0.4848
87452,-0.4695
87453,-0.454
87454,-0.4384
87455,-0.4226
87456,-0.4067
87457,-0.3907
87458,-0.3746
87459,-0.3584
87460,-0.342
87461,-0.3256
87462,-0.309
87463,-0.2924
87464,-0.2756
87465,-0.2588
87466,-0.2419
87467,-0.225
87468,-0.2079
87469,-0.1908
87470,-0.1736
87471,-0.1564
87472,-0.1392
87473,-0.1219
87474,-0.1045
87475,-0.0872
87476,-0.0698
87477,-0.0523
87478,-0.0349
87479,-0.0175
87480,-0.0
87481,0.0175
87482,0.0349
87483,0.0523
87484,0.0698
87485,0.0872
87486,0.1045
87487,0.1219
87488,0.1392
87489,0.1564
87490,0.1736
87491,0.1908
87492,0.2079
87493,0.225
87494,0.2419
87495,0.2588
87496,0.2756
87497,0.2924
87498,0.309
87499,0.3256
87500,0.342
87501,0.3584
87502,0.3746
87503,0.3907
87504,0.4067
87505,0.4226
87506,0.4384
87507,0.454
87508,0.4695
87509,0.4848
87510,0.5
87511,0.515
87512,0.5299
87513,0.5446
87514,0.5592
87515,0.5736
87516,0.5878
87517,0.6018
87518,0.6157
87519,0.6293
87520,0.6428
87521,0.6561
87522,0.6691
87523,0.682
87524,0.6947
87525,0.7071
87526,0.7193
87527,0.7314
87528,0.7431
87529,0.7547
87530,0.766
87531,0.7771
87532,0.788
87533,0.7986
87534,0.809
87535,0.8192
87536,0.829
87537,0.8387
87538,0.848
87539,0.8572
87540,0.866
87541,0.8746
87542,0.8829
87543,0.891
87544,0.8988
87545,0.9063
87546,0.9135
87547,0.9205
87548,0.9272
87549,0.9336
87550,0.9397
87551,0.9455
87552,0.9511
87553,0.9563
87554,0.9613
87555,0.9659
87556,0.9703
87557,0.9744
87558,0.9781
87559,0.9816
87560,0.9848
87561,0.9877
87562,0.9903
87563,0.9925
87564,0.9945
87565,0.9962
87566,0.9976
87567,0.9986
87568,0.9994
87569,0.9998
87570,1.0
87571,0.9998
87572,0.9994
87573,0.9986
87574,0.9976
87575,0.9962
87576,0.9945
87577,0.9925
87578,0.9903
87579,0.9877
87580,0.9848
87581,0.9816
87582,0.9781
87583,0.9744
87584,0.9703
87585,0.9659
87586,0.9613
87587,0.9563
87588,0.9511
87589,0.9455
87590,0.9397
87591,0.9336
87592,0.9272
87593,0.9205
87594,0.9135
87595,0.9063
87596,0.8988
87597,0.891
87598,0.8829
87599,0.8746
87600,0.866
87601,0.8572
87602,0.848
87603,0.8387
87604,0.829
87605,0.8192
87606,0.809
87607,0.7986
87608,0.788
87609,0.7771
87610,0.766
87611,0.7547
87612,0.7431
87613,0.7314
87614,0.7193
87615,0.7071
87616,0.6947
87617,0.682
87618,0.6691
87619,0.6561
87620,0.6428
87621,0.6293
87622,0.6157
87623,0.6018
87624,0.5878
87625,0.5736
87626,0.5592
87627,0.5446
87628,0.5299
87629,0.515
87630,0.5
87631,0.4848
87632,0.4695
87633,0.454
87634,0.4384
87635,0.4226
87636,0.4067
87637,0.3907
87638,0.3746
87639,0.3584
87640,0.342
87641,0.3256
87642,0.309
87643,0.2924
87644,0.2756
87645,0.2588
87646,0.2419
87647,0.225
87648,0.2079
87649,0.1908
87650,0.1736
87651,0.1564
87652,0.1392
87653,0.1219
87654,0.1045
87655,0.0872
87656,0.0698
87657,0.0523
87658,0.0349
87659,0.0175
87660,0.0
87661,-0.0175
87662,-0.0349
87663,-0.0523
87664,-0.0698
87665,-0.0872
87666,-0.1045
87667,-0.1219
87668,-0.1392
87669,-0.1564
87670,-0.1736
87671,-0.1908
87672,-0.2079
87673,-0.225
87674,-0.2419
87675,-0.2588
87676,-0.2756
87677,-0.2924
87678,-0.309
87679,-0.3256
87680,-0.342
87681,-0.3584
87682,-0.3746
87683,-0.3907
87684,-0.4067
87685,-0.4226
87686,-0.4384
87687,-0.454
87688,-0.4695
87689,-0.4848
87690,-0.5
87691,-0.515
87692,-0.5299
87693,-0.5446
87694,-0.5592
87695,-0.5736
87696,-0.5878
87697,-0.6018
87698,-0.6157
87699,-0.6293
87700,-0.6428
87701,-0.6561
87702,-0.6691
87703,-0.682
87704,-0.6947
87705,-0.7071
87706,-0.7193
87707,-0.7314
87708,-0.7431
87709,-0.7547
87710,-0.766
87711,-0.7771
87712,-0.788
87713,-0.7986
87714,-0.809
87715,-0.8192
87716,-0.829
87717,-0.8387
87718,-0.848
87719,-0.8572
87720,-0.866
87721,-0.8746
87722,-0.8829
87723,-0.891
87724,-0.8988
87725,-0.9063
87726,-0.9135
87727,-0.9205
87728,-0.9272
87729,-0.9336
87730,-0.9397
87731,-0.9455
87732,-0.9511
87733,-0.9563
87734,-0.9613
87735,-0.9659
87736,-0.9703
87737,-0.9744
87738,-0.9781
87739,-0.9816
87740,-0.9848
87741,-0.9877
87742,-0.9903
87743,-0.9925
87744,-0.9945
87745,-0.9962
87746,-0.9976
87747,-0.9986
87748,-0.9994
87749,-0.9998
87750,-1.0
87751,-0.9998
87752,-0.9994
87753,-0.9986
87754,-0.9976
87755,-0.9962
87756,-0.9945
87757,-0.9925
87758,-0.9903
87759,-0.9877
87760,-0.9848
87761,-0.9816
87762,-0.9781
87763,-0.9744
87764,-0.9703
87765,-0.9659
87766,-0.9613
87767,-0.9563
87768,-0.9511
87769,-0.9455
87770,-0.9397
87771,-0.9336
87772,-0.9272
87773,-0.9205
87774,-0.9135
87775,-0.9063
87776,-0.8988
87777,-0.891
87778,-0.8829
87779,-0.8746
87780,-0.866
87781,-0.8572
87782,-0.848
87783,-0.8387
87784,-0.829
87785,-0.8192
87786,-0.809
87787,-0.7986
87788,-0.788
87789,-0.7771
87790,-0.766
87791,-0.7547
87792,-0.7431
87793,-0.7314
87794,-0.7193
87795,-0.7071
87796,-0.6947
87797,-0.682
87798,-0.6691
87799,-0.6561
87800,-0.6428
87801,-0.6293
87802,-0.6157
87803,-0.6018
87804,-0.5878
87805,-0.5736
87806,-0.5592
87807,-0.5446
87808,-0.5299
87809,-0.515
87810,-0.5
87811,-0.4848
87812,-0.4695
87813,-0.454
87814,-0.4384
87815,-0.4226
87816,-0.4067
87817,-0.3907
87818,-0.3746
87819,-0.3584
87820,-0.342
87821,-0.3256
87822,-0.309
87823,-0.2924
87824,-0.2756
87825,-0.2588
87826,-0.2419
87827,-0.225
87828,-0.2079
87829,-0.1908
87830,-0.1736
87831,-0.1564
87832,-0.1392
87833,-0.1219
87834,-0.1045
87835,-0.0872
87836,-0.0698
87837,-0.0523
87838,-0.0349
87839,-0.0175
87840,-0.0
87841,0.0175
87842,0.0349
87843,0.0523
87844,0.0698
87845,0.0872
87846,0.1045
87847,0.1219
87848,0.1392
87849,0.1564
87850,0.1736
87851,0.1908
87852,0.2079
87853,0.225
87854,0.2419
87855,0.2588
87856,0.2756
87857,0.2924
87858,0.309
87859,0.3256
87860,0.342
87861,0.3584
87862,0.3746
87863,0.3907
87864,0.4067
87865,0.4226
87866,0.4384
87867,0.454
87868,0.4695
87869,0.4848
87870,0.5
87871,0.515
87872,0.5299
87873,0.5446
87874,0.5592
87875,0.5736
87876,0.5878
87877,0.6018
87878,0.6157
87879,0.6293
87880,0.6428
87881,0.6561
87882,0.6691
87883,0.682
87884,0.6947
87885,0.7071
87886,0.7193
87887,0.7314
87888,0.7431
87889,0.7547
87890,0.766
87891,0.7771
87892,0.788
87893,0.7986
87894,0.809
87895,0.8192
87896,0.829
87897,0.8387
87898,0.848
87899,0.8572
87900,0.866
87901,0.8746
87902,0.8829
87903,0.891
87904,0.8988
87905,0.9063
87906,0.9135
87907,0.9205
87908,0.9272
87909,0.9336
87910,0.9397
87911,0.9455
87912,0.9511
87913,0.9563
87914,0.9613
87915,0.9659
87916,0.9703
87917,0.9744
87918,0.9781
87919,0.9816
87920,0.9848
87921,0.9877
87922,0.9903
87923,0.9925
87924,0.9945
87925,0.9962
87926,0.9976
87927,0.9986
87928,0.9994
87929,0.9998
87930,1.0
87931,0.9998
87932,0.9994
87933,0.9986
87934,0.9976
87935,0.9962
87936,0.9945
87937,0.9925
87938,0.9903
87939,0.9877
87940,0.9848
87941,0.9816
87942,0.9781
87943,0.9744
87944,0.9703
87945,0.9659
87946,0.9613
87947,0.9563
87948,0.9511
87949,0.9455
87950,0.9397
87951,0.9336
87952,0.9272
87953,0.9205
87954,0.9135
87955,0.9063
87956,0.8988
87957,0.891
87958,0.8829
87959,0.8746
87960,0.866
87961,0.8572
87962,0.848
87963,0.8387
87964,0.829
87965,0.8192
87966,0.809
87967,0.7986
87968,0.788
87969,0.7771
87970,0.766
87971,0.7547
87972,0.7431
87973,0.7314
87974,0.7193
87975,0.7071
87976,0.6947
87977,0.682
87978,0.6691
87979,0.6561
87980,0.6428
87981,0.6293
87982,0.6157
87983,0.6018
87984,0.5878
87985,0.5736
87986,0.5592
87987,0.5446
87988,0.5299
87989,0.515
87990,0.5
87991,0.4848
87992,0.4695
87993,0.454
87994,0.4384
87995,0.4226
87996,0.4067
87997,0.3907
87998,0.3746
87999,0.3584
88000,0.342
88001,0.3256
88002,0.309
88003,0.2924
88004,0.2756
88005,0.2588
88006,0.2419
88007,0.225
88008,0.2079
88009,0.1908
88010,0.1736
88011,0.1564
88012,0.1392
88013,0.1219
88014,0.1045
88015,0.0872
88016,0.0698
88017,0.0523
88018,0.0349
88019,0.0175
88020,-0.0
88021,-0.0175
88022,-0.0349
88023,-0.0523
88024,-0.0698
88025,-0.0872
88026,-0.1045
88027,-0.1219
88028,-0.1392
88029,-0.1564
88030,-0.1736
88031,-0.1908
88032,-0.2079
88033,-0.225
88034,-0.2419
88035,-0.2588
88036,-0.2756
88037,-0.2924
88038,-0.309
88039,-0.3256
88040,-0.342
88041,-0.3584
88042,-0.3746
88043,-0.3907
88044,-0.4067
88045,-0.4226
88046,-0.4384
88047,-0.454
88048,-0.4695
88049,-0.4848
88050,-0.5
88051,-0.515
88052,-0.5299
88053,-0.5446
88054,-0.5592
88055,-0.5736
88056,-0.5878
88057,-0.6018
88058,-0.6157
88059,-0.6293
88060,-0.6428
88061,-0.6561
88062,-0.6691
88063,-0.682
88064,-0.6947
88065,-0.7071
88066,-0.7193
88067,-0.7314
88068,-0.7431
88069,-0.7547
88070,-0.766
88071,-0.7771
88072,-0.788
88073,-0.7986
88074,-0.809
88075,-0.8192
88076,-0.829
88077,-0.8387
88078,-0.848
88079,-0.8572
88080,-0.866
88081,-0.8746
88082,-0.8829
88083,-0.891
88084,-0.8988
88085,-0.9063
88086,-0.9135
88087,-0.9205
88088,-0.9272
88089,-0.9336
88090,-0.9397
88091,-0.9455
88092,-0.9511
88093,-0.9563
88094,-0.9613
88095,-0.9659
88096,-0.9703
88097,-0.9744
88098,-0.9781
88099,-0.9816
88100,-0.9848
88101,-0.9877
88102,-0.9903
88103,-0.9925
88104,-0.9945
88105,-0.9962
88106,-0.9976
88107,-0.9986
88108,-0.9994
88109,-0.9998
88110,-1.0
88111,-0.9998
88112,-0.9994
88113,-0.9986
88114,-0.9976
88115,-0.9962
88116,-0.9945
88117,-0.9925
88118,-0.9903
88119,-0.9877
88120,-0.9848
88121,-0.9816
88122,-0.9781
88123,-0.9744
88124,-0.9703
88125,-0.9659
88126,-0.9613
88127,-0.9563
88128,-0.9511
88129,-0.9455
88130,-0.9397
88131,-0.9336
88132,-0.9272
88133,-0.9205
88134,-0.9135
88135,-0.9063
88136,-0.8988
88137,-0.891
88138,-0.8829
88139,-0.8746
88140,-0.866
88141,-0.8572
88142,-0.848
88143,-0.8387
88144,-0.829
88145,-0.8192
88146,-0.809
88147,-0.7986
88148,-0.788
88149,-0.7771
88150,-0.766
88151,-0.7547
88152,-0.7431
88153,-0.7314
88154,-0.7193
88155,-0.7071
88156,-0.6947
88157,-0.682
88158,-0.6691
88159,-0.6561
88160,-0.6428
88161,-0.6293
88162,-0.6157
88163,-0.6018
88164,-0.5878
88165,-0.5736
88166,-0.5592
88167,-0.5446
88168,-0.5299
88169,-0.515
88170,-0.5
88171,-0.4848
88172,-0.4695
88173,-0.454
88174,-0.4384
88175,-0.4226
88176,-0.4067
88177,-0.3907
88178,-0.3746
88179,-0.3584
88180,-0.342
88181,-0.3256
88182,-0.309
88183,-0.2924
88184,-0.2756
88185,-0.2588
88186,-0.2419
88187,-0.225
88188,-0.2079
88189,-0.1908
88190,-0.1736
88191,-0.1564
88192,-0.1392
88193,-0.1219
88194,-0.1045
88195,-0.0872
88196,-0.0698
88197,-0.0523
88198,-0.0349
88199,-0.0175
88200,-0.0
88201,0.0175
88202,0.0349
88203,0.0523
88204,0.0698
88205,0.0872
88206,0.1045
88207,0.1219
88208,0.1392
88209,0.1564
88210,0.1736
88211,0.1908
88212,0.2079
88213,0.225
88214,0.2419
88215,0.2588
88216,0.2756
88217,0.2924
88218,0.309
88219,0.3256
88220,0.342
88221,0.3584
88222,0.3746
88223,0.3907
88224,0.4067
88225,0.4226
88226,0.4384
88227,0.454
88228,0.4695
88229,0.4848
88230,0.5
88231,0.515
88232,0.5299
88233,0.5446
88234,0.5592
88235,0.5736
88236,0.5878
88237,0.6018
88238,0.6157
88239,0.6293
88240,0.6428
88241,0.6561
88242,0.6691
88243,0.682
88244,0.6947
88245,0.7071
88246,0.7193
88247,0.7314
88248,0.7431
88249,0.7547
88250,0.766
88251,0.7771
88252,0.788
88253,0.7986
88254,0.809
88255,0.8192
88256,0.829
88257,0.8387
88258,0.848
88259,0.8572
88260,0.866
88261,0.8746
88262,0.8829
88263,0.891
88264,0.8988
88265,0.9063
88266,0.9135
88267,0.9205
88268,0.9272
88269,0.9336
88270,0.9397
88271,0.9455
88272,0.9511
88273,0.9563
88274,0.9613
88275,0.9659
88276,0.9703
88277,0.9744
88278,0.9781
88279,0.9816
88280,0.9848
88281,0.9877
88282,0.9903
88283,0.9925
88284,0.9945
88285,0.9962
88286,0.9976
88287,0.9986
88288,0.9994
88289,0.9998
88290,1.0
88291,0.9998
88292,0.9994
88293,0.9986
88294,0.9976
88295,0.9962
88296,0.9945
88297,0.9925
88298,0.9903
88299,0.9877
88300,0.9848
88301,0.9816
88302,0.9781
88303,0.9744
88304,0.9703
88305,0.9659
88306,0.9613
88307,0.9563
88308,0.9511
88309,0.9455
88310,0.9397
88311,0.9336
88312,0.9272
88313,0.9205
88314,0.9135
88315,0.9063
88316,0.8988
88317,0.891
88318,0.8829
88319,0.8746
88320,0.866
88321,0.8572
88322,0.848
88323,0.8387
88324,0.829
88325,0.8192
88326,0.809
88327,0.7986
88328,0.788
88329,0.7771
88330,0.766
88331,0.7547
88332,0.7431
88333,0.7314
88334,0.7193
88335,0.7071
88336,0.6947
88337,0.682
88338,0.6691
88339,0.6561
88340,0.6428
88341,0.6293
88342,0.6157
88343,0.6018
88344,0.5878
88345,0.5736
88346,0.5592
88347,0.5446
88348,0.5299
88349,0.515
88350,0.5
88351,0.4848
88352,0.4695
88353,0.454
88354,0.4384
88355,0.4226
88356,0.4067
88357,0.3907
88358,0.3746
88359,0.3584
88360,0.342
88361,0.3256
88362,0.309
88363,0.2924
88364,0.2756
88365,0.2588
88366,0.2419
88367,0.225
88368,0.2079
88369,0.1908
88370,0.1736
88371,0.1564
88372,0.1392
88373,0.1219
88374,0.1045
88375,0.0872
88376,0.0698
88377,0.0523
88378,0.0349
88379,0.0175
88380,-0.0
88381,-0.0175
88382,-0.0349
88383,-0.0523
88384,-0.0698
88385,-0.0872
88386,-0.1045
88387,-0.1219
88388,-0.1392
88389,-0.1564
88390,-0.1736
88391,-0.1908
88392,-0.2079
88393,-0.225
88394,-0.2419
88395,-0.2588
88396,-0.2756
88397,-0.2924
88398,-0.309
88399,-0.3256
88400,-0.342
88401,-0.3584
88402,-0.3746
88403,-0.3907
88404,-0.4067
88405,-0.4226
88406,-0.4384
88407,-0.454
88408,-0.4695
88409,-0.4848
88410,-0.5
88411,-0.515
88412,-0.5299
88413,-0.5446
88414,-0.5592
88415,-0.5736
88416,-0.5878
88417,-0.6018
88418,-0.6157
88419,-0.6293
88420,-0.6428
88421,-0.6561
88422,-0.6691
88423,-0.682
88424,-0.6947
88425,-0.7071
88426,-0.7193
88427,-0.7314
88428,-0.7431
88429,-0.7547
88430,-0.766
88431,-0.7771
88432,-0.788
88433,-0.7986
88434,-0.809
88435,-0.8192
88436,-0.829
88437,-0.8387
88438,-0.848
88439,-0.8572
88440,-0.866
88441,-0.8746
88442,-0.8829
88443,-0.891
88444,-0.8988
88445,-0.9063
88446,-0.9135
88447,-0.9205
88448,-0.9272
88449,-0.9336
88450,-0.9397
88451,-0.9455
88452,-0.9511
88453,-0.9563
88454,-0.9613
88455,-0.9659
88456,-0.9703
88457,-0.9744
88458,-0.9781
88459,-0.9816
88460,-0.9848
88461,-0.9877
88462,-0.9903
88463,-0.9925
88464,-0.9945
88465,-0.9962
88466,-0.9976
88467,-0.9986
88468,-0.9994
88469,-0.9998
88470,-1.0
88471,-0.9998
88472,-0.9994
88473,-0.9986
88474,-0.9976
88475,-0.9962
88476,-0.9945
88477,-0.9925
88478,-0.9903
88479,-0.9877
88480,-0.9848
88481,-0.9816
88482,-0.9781
88483,-0.9744
88484,-0.9703
88485,-0.9659
88486,-0.9613
88487,-0.9563
88488,-0.9511
88489,-0.9455
88490,-0.9397
88491,-0.9336
88492,-0.9272
88493,-0.9205
88494,-0.9135
88495,-0.9063
88496,-0.8988
88497,-0.891
88498,-0.8829
88499,-0.8746
88500,-0.866
88501,-0.8572
88502,-0.848
88503,-0.8387
88504,-0.829
88505,-0.8192
88506,-0.809
88507,-0.7986
88508,-0.788
88509,-0.7771
88510,-0.766
88511,-0.7547
88512,-0.7431
88513,-0.7314
88514,-0.7193
88515,-0.7071
88516,-0.6947
88517,-0.682
88518,-0.6691
88519,-0.6561
88520,-0.6428
88521,-0.6293
88522,-0.6157
88523,-0.6018
88524,-0.5878
88525,-0.5736
88526,-0.5592
88527,-0.5446
88528,-0.5299
88529,-0.515
88530,-0.5
88531,-0.4848
88532,-0.4695
88533,-0.454
88534,-0.4384
88535,-0.4226
88536,-0.4067
88537,-0.3907
88538,-0.3746
88539,-0.3584
88540,-0.342
88541,-0.3256
88542,-0.309
88543,-0.2924
88544,-0.2756
88545,-0.2588
88546,-0.2419
88547,-0.225
88548,-0.2079
88549,-0.1908
88550,-0.1736
88551,-0.1564
88552,-0.1392
88553,-0.1219
88554,-0.1045
88555,-0.0872
88556,-0.0698
88557,-0.0523
88558,-0.0349
88559,-0.0175
88560,-0.0
88561,0.0175
88562,0.0349
88563,0.0523
88564,0.0698
88565,0.0872
88566,0.1045
88567,0.1219
88568,0.1392
88569,0.1564
88570,0.1736
88571,0.1908
88572,0.2079
88573,0.225
88574,0.2419
88575,0.2588
88576,0.2756
88577,0.2924
88578,0.309
88579,0.3256
88580,0.342
88581,0.3584
88582,0.3746
88583,0.3907
88584,0.4067
88585,0.4226
88586,0.4384
88587,0.454
88588,0.4695
88589,0.4848
88590,0.5
88591,0.515
88592,0.5299
88593,0.5446
88594,0.5592
88595,0.5736
88596,0.5878
88597,0.6018
88598,0.6157
88599,0.6293
88600,0.6428
88601,0.6561
88602,0.6691
88603,0.682
88604,0.6947
88605,0.7071
88606,0.7193
88607,0.7314
88608,0.7431
88609,0.7547
88610,0.766
88611,0.7771
88612,0.788
88613,0.7986
88614,0.809
88615,0.8192
88616,0.829
88617,0.8387
88618,0.848
88619,0.8572
88620,0.866
88621,0.8746
88622,0.8829
88623,0.891
88624,0.8988
88625,0.9063
88626,0.9135
88627,0.9205
88628,0.9272
88629,0.9336
88630,0.9397
88631,0.9455
88632,0.9511
88633,0.9563
88634,0.9613
88635,0.9659
88636,0.9703
88637,0.9744
88638,0.9781
88639,0.9816
88640,0.9848
88641,0.9877
88642,0.9903
88643,0.9925
88644,0.9945
88645,0.9962
88646,0.9976
88647,0.9986
88648,0.9994
88649,0.9998
88650,1.0
88651,0.9998
88652,0.9994
88653,0.9986
88654,0.9976
88655,0.9962
88656,0.9945
88657,0.9925
88658,0.9903
88659,0.9877
88660,0.9848
88661,0.9816
88662,0.9781
88663,0.9744
88664,0.9703
88665,0.9659
88666,0.9613
88667,0.9563
88668,0.9511
88669,0.9455
88670,0.9397
88671,0.9336
88672,0.9272
88673,0.9205
88674,0.9135
88675,0.9063
88676,0.8988
88677,0.891
88678,0.8829
88679,0.8746
88680,0.866
88681,0.8572
88682,0.848
88683,0.8387
88684,0.829
88685,0.8192
88686,0.809
88687,0.7986
88688,0.788
88689,0.7771
88690,0.766
88691,0.7547
88692,0.7431
88693,0.7314
88694,0.7193
88695,0.7071
88696,0.6947
88697,0.682
88698,0.6691
88699,0.6561
88700,0.6428
88701,0.6293
88702,0.6157
88703,0.6018
88704,0.5878
88705,0.5736
88706,0.5592
88707,0.5446
88708,0.5299
88709,0.515
88710,0.5
88711,0.4848
88712,0.4695
88713,0.454
88714,0.4384
88715,0.4226
88716,0.4067
88717,0.3907
88718,0.3746
88719,0.3584
88720,0.342
88721,0.3256
88722,0.309
88723,0.2924
88724,0.2756
88725,0.2588
88726,0.2419
88727,0.225
88728,0.2079
88729,0.1908
88730,0.1736
88731,0.1564
88732,0.1392
88733,0.1219
88734,0.1045
88735,0.0872
88736,0.0698
88737,0.0523
88738,0.0349
88739,0.0175
88740,-0.0
88741,-0.0175
88742,-0.0349
88743,-0.0523
88744,-0.0698
88745,-0.0872
88746,-0.1045
88747,-0.1219
88748,-0.1392
88749,-0.1564
88750,-0.1736
88751,-0.1908
88752,-0.2079
88753,-0.225
88754,-0.2419
88755,-0.2588
88756,-0.2756
88757,-0.2924
88758,-0.309
88759,-0.3256
88760,-0.342
88761,-0.3584
88762,-0.3746
88763,-0.3907
88764,-0.4067
88765,-0.4226
88766,-0.4384
88767,-0.454
88768,-0.4695
88769,-0.4848
88770,-0.5
88771,-0.515
88772,-0.5299
88773,-0.5446
88774,-0.5592
88775,-0.5736
88776,-0.5878
88777,-0.6018
88778,-0.6157
88779,-0.6293
88780,-0.6428
88781,-0.6561
88782,-0.6691
88783,-0.682
88784,-0.6947
88785,-0.7071
88786,-0.7193
88787,-0.7314
88788,-0.7431
88789,-0.7547
88790,-0.766
88791,-0.7771
88792,-0.788
88793,-0.7986
88794,-0.809
88795,-0.8192
88796,-0.829
88797,-0.8387
88798,-0.848
88799,-0.8572
88800,-0.866
88801,-0.8746
88802,-0.8829
88803,-0.891
88804,-0.8988
88805,-0.9063
88806,-0.9135
88807,-0.9205
88808,-0.9272
88809,-0.9336
88810,-0.9397
88811,-0.9455
88812,-0.9511
88813,-0.9563
88814,-0.9613
88815,-0.9659
88816,-0.9703
88817,-0.9744
88818,-0.9781
88819,-0.9816
88820,-0.9848
88821,-0.9877
88822,-0.9903
88823,-0.9925
88824,-0.9945
88825,-0.9962
88826,-0.9976
88827,-0.9986
88828,-0.9994
88829,-0.9998
88830,-1.0
88831,-0.9998
88832,-0.9994
88833,-0.9986
88834,-0.9976
88835,-0.9962
88836,-0.9945
88837,-0.9925
88838,-0.9903
88839,-0.9877
88840,-0.9848
88841,-0.9816
88842,-0.9781
88843,-0.9744
88844,-0.9703
88845,-0.9659
88846,-0.9613
88847,-0.9563
88848,-0.9511
88849,-0.9455
88850,-0.9397
88851,-0.9336
88852,-0.9272
88853,-0.9205
88854,-0.9135
88855,-0.9063
88856,-0.8988
88857,-0.891
88858,-0.8829
88859,-0.8746
88860,-0.866
88861,-0.8572
88862,-0.848
88863,-0.8387
88864,-0.829
88865,-0.8192
88866,-0.809
88867,-0.7986
88868,-0.788
88869,-0.7771
88870,-0.766
88871,-0.7547
88872,-0.7431
88873,-0.7314
88874,-0.7193
88875,-0.7071
88876,-0.6947
88877,-0.682
88878,-0.6691
88879,-0.6561
88880,-0.6428
88881,-0.6293
88882,-0.6157
88883,-0.6018
88884,-0.5878
88885,-0.5736
88886,-0.5592
88887,-0.5446
88888,-0.5299
88889,-0.515
88890,-0.5
88891,-0.4848
88892,-0.4695
88893,-0.454
88894,-0.4384
88895,-0.4226
88896,-0.4067
88897,-0.3907
88898,-0.3746
88899,-0.3584
88900,-0.342
88901,-0.3256
88902,-0.309
88903,-0.2924
88904,-0.2756
88905,-0.2588
88906,-0.2419
88907,-0.225
88908,-0.2079
88909,-0.1908
88910,-0.1736
88911,-0.1564
88912,-0.1392
88913,-0.1219
88914,-0.1045
88915,-0.0872
88916,-0.0698
88917,-0.0523
88918,-0.0349
88919,-0.0175
88920,-0.0
88921,0.0175
88922,0.0349
88923,0.0523
88924,0.0698
88925,0.0872
88926,0.1045
88927,0.1219
88928,0.1392
88929,0.1564
88930,0.1736
88931,0.1908
88932,0.2079
88933,0.225
88934,0.2419
88935,0.2588
88936,0.2756
88937,0.2924
88938,0.309
